symbol,sector,industry,committee,empty
CSTL,Healthcare,Diagnostics & Research,['health'],[]
DASTY,Technology,Software—Application,['science'],[]
IFNNY,Technology,Semiconductors,['science'],[]
MEDP,Healthcare,Diagnostics & Research,['health'],[]
PHR,Healthcare,Health Information Services,['health'],[]
SITE,Industrials,Industrial Distribution,[],[]
VCYT,Healthcare,Biotechnology,['health'],[]
PLXS,Technology,Electronic Components,['science'],[]
NVT,Industrials,Electrical Equipment & Parts,[],[]
FCFS,Financial Services,Credit Services,['finance'],[]
WWD,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
EXPD,Industrials,Integrated Freight & Logistics,['transportation'],[]
AVY,Consumer Cyclical,Packaging & Containers,['commerce'],[]
EPAM,Technology,Information Technology Services,['science'],[]
MUR,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
CW,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
CLNE,Energy,Oil & Gas Refining & Marketing,"['energy', 'naturalresources']",[]
BOOT,Consumer Cyclical,Apparel Retail,['commerce'],[]
BEN,Financial Services,Asset Management,['finance'],[]
HQY,Healthcare,Health Information Services,['health'],[]
NCLTY,Consumer Cyclical,Specialty Retail,['commerce'],[]
OLLI,Consumer Defensive,Discount Stores,"['commerce', 'nutrition']",[]
PATK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",['commerce'],[]
CSPCY,Healthcare,Drug Manufacturers—General,['health'],[]
PNGAY,Financial Services,Insurance—Life,['finance'],[]
SYNH,Healthcare,Diagnostics & Research,['health'],[]
ACI,Consumer Defensive,Grocery Stores,"['nutrition', 'agriculture']",[]
CCL,Consumer Cyclical,Travel Services,['commerce'],[]
GGT,Financial Services,Asset Management,['finance'],[]
NMIH,Financial Services,Insurance—Specialty,['finance'],[]
RSG,Industrials,Waste Management,['environment'],[]
TOL,Consumer Cyclical,Residential Construction,['commerce'],[]
PEAK,Real Estate,REIT—Healthcare Facilities,['housing'],[]
DOMO,Technology,Software—Application,['science'],[]
INTL,,,[],[]
FLL,Consumer Cyclical,Resorts & Casinos,['commerce'],[]
ESTC,Technology,Software—Application,['science'],[]
SNV,Financial Services,Banks—Regional,"['banking', 'finance']",[]
FVRR,Communication Services,Internet Content & Information,[],[]
FNV,Basic Materials,Gold,['naturalresources'],[]
LDNXF,Financial Services,Financial Data & Stock Exchanges,['finance'],[]
NGL,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
SGENX,,,[],[]
SCHP,,,[],[]
BKI,Technology,Software—Application,['science'],[]
HHC,Real Estate,Real Estate—Diversified,['housing'],[]
TLRY,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
IPWR,Industrials,Electrical Equipment & Parts,[],[]
IFF,Basic Materials,Specialty Chemicals,['naturalresources'],[]
PDBC,,,[],[]
IAU,,,[],[]
IBDP,,,[],[]
HYBB,,,[],[]
IBDU,,,[],[]
IBTK,,,[],[]
SPDW,,,[],[]
SLYG,,,[],[]
SLYV,,,[],[]
AAPl,Technology,Consumer Electronics,['science'],[]
CHWY,Consumer Cyclical,Internet Retail,['commerce'],[]
CNA,Financial Services,Insurance—Property & Casualty,['finance'],[]
RARE,Healthcare,Biotechnology,['health'],[]
WMC,Real Estate,REIT—Mortgage,['housing'],[]
BIAWX,,,[],[]
OWLSX,,,[],[]
ALIZY,Financial Services,Insurance—Diversified,['finance'],[]
ATRC,Healthcare,Medical Instruments & Supplies,['health'],[]
EXAS,Healthcare,Diagnostics & Research,['health'],[]
MTDR,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
SF,Financial Services,Capital Markets,['finance'],[]
LINK-USD,,,[],[]
GLP,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
USAC,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
SAIC,Technology,Information Technology Services,['science'],[]
JOE,Real Estate,Real Estate—Diversified,['housing'],[]
ENS,Industrials,Electrical Equipment & Parts,[],[]
NVEE,Industrials,Engineering & Construction,[],[]
OSW,Consumer Cyclical,Leisure,['commerce'],[]
SGIOY,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
ELV,Healthcare,Healthcare Plans,['health'],[]
FRC,Financial Services,Banks—Regional,"['banking', 'finance']",[]
FISV,Technology,Information Technology Services,['science'],[]
DBRG,Real Estate,Real Estate Services,['housing'],[]
SCHD,,,[],[]
SBAC,Real Estate,REIT—Specialty,['housing'],[]
HUM,Healthcare,Healthcare Plans,['health'],[]
ASMB,Healthcare,Biotechnology,['health'],[]
RETA,Healthcare,Biotechnology,['health'],[]
Z,Communication Services,Internet Content & Information,[],[]
WSM,Consumer Cyclical,Specialty Retail,['commerce'],[]
WCC,Industrials,Industrial Distribution,[],[]
VNT,Technology,Scientific & Technical Instruments,['science'],[]
VRT,Industrials,Electrical Equipment & Parts,[],[]
GT,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
AZEK,Industrials,Building Products & Equipment,[],[]
SVC,Real Estate,REIT—Hotel & Motel,['housing'],[]
LESL,Consumer Cyclical,Specialty Retail,['commerce'],[]
GO,Consumer Defensive,Grocery Stores,"['nutrition', 'agriculture']",[]
FLT,Technology,Software—Infrastructure,['science'],[]
DLTR,Consumer Defensive,Discount Stores,"['commerce', 'nutrition']",[]
CHX,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
CDW,Technology,Information Technology Services,['science'],[]
CACI,Technology,Information Technology Services,['science'],[]
AHCO,Healthcare,Medical Devices,['health'],[]
TEAM,Technology,Software—Application,['science'],[]
DIN,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
KTOS,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
ACHC,Healthcare,Medical Care Facilities,['health'],[]
ALC,Healthcare,Medical Instruments & Supplies,['health'],[]
ALFVY,Industrials,Specialty Industrial Machinery,[],[]
ABEV,Consumer Defensive,Beverages—Brewers,['nutrition'],[]
ATLKY,Industrials,Specialty Industrial Machinery,[],[]
BBVA,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
CNI,Industrials,Railroads,['transportation'],[]
CHGCY,Healthcare,Drug Manufacturers—General,['health'],[]
CCK,Consumer Cyclical,Packaging & Containers,['commerce'],[]
DBSDY,Financial Services,Banks—Regional,"['banking', 'finance']",[]
DXC,Technology,Information Technology Services,['science'],[]
EMN,Basic Materials,Specialty Chemicals,['naturalresources'],[]
EHC,Healthcare,Medical Care Facilities,['health'],[]
EQIX,Real Estate,REIT—Specialty,['housing'],[]
FMX,Consumer Defensive,Beverages—Brewers,['nutrition'],[]
FUPBY,Basic Materials,Specialty Chemicals,['naturalresources'],[]
HDB,Financial Services,Banks—Regional,"['banking', 'finance']",[]
IBN,Financial Services,Banks—Regional,"['banking', 'finance']",[]
ITUB,Financial Services,Banks—Regional,"['banking', 'finance']",[]
JBL,Technology,Electronic Components,['science'],[]
KKR,Financial Services,Asset Management,['finance'],[]
KMTUY,Industrials,Farm & Heavy Construction Machinery,['agriculture'],[]
KUBTY,Industrials,Farm & Heavy Construction Machinery,['agriculture'],[]
AIQUY,Basic Materials,Specialty Chemicals,['naturalresources'],[]
LZAGY,Healthcare,Diagnostics & Research,['health'],[]
LUKOY,,,[],[]
MSI,Technology,Communication Equipment,['science'],[]
MSCI,Financial Services,Financial Data & Stock Exchanges,['finance'],[]
NYT,Communication Services,Publishing,[],[]
NEM,Basic Materials,Gold,['naturalresources'],[]
NVZMY,Basic Materials,Specialty Chemicals,['naturalresources'],[]
NVR,Consumer Cyclical,Residential Construction,['commerce'],[]
OKTA,Technology,Software—Infrastructure,['science'],[]
OMF,Financial Services,Credit Services,['finance'],[]
PH,Industrials,Specialty Industrial Machinery,[],[]
PNC,Financial Services,Banks—Regional,"['banking', 'finance']",[]
SBGSY,Industrials,Specialty Industrial Machinery,[],[]
SEE,Consumer Cyclical,Packaging & Containers,['commerce'],[]
SGSOY,Industrials,Consulting Services,[],[]
SONVY,Healthcare,Medical Devices,['health'],[]
SYIEY,Basic Materials,Specialty Chemicals,['naturalresources'],[]
SSMXY,Healthcare,Medical Instruments & Supplies,['health'],[]
TRU,Industrials,Consulting Services,[],[]
UNICY,Consumer Defensive,Household & Personal Products,[],[]
YNDX,Communication Services,Internet Content & Information,[],[]
ZG,Communication Services,Internet Content & Information,[],[]
AFRM,Technology,Software—Infrastructure,['science'],[]
GFS,Technology,Semiconductors,['science'],[]
MP,Basic Materials,Other Industrial Metals & Mining,['naturalresources'],[]
UPST,Financial Services,Credit Services,['finance'],[]
BBH,,,[],[]
ORCC,Financial Services,Credit Services,['finance'],[]
SKIN,Consumer Defensive,Household & Personal Products,[],[]
WYNN,Consumer Cyclical,Resorts & Casinos,['commerce'],[]
EMBC,Healthcare,Medical Instruments & Supplies,['health'],[]
ADTN,Technology,Communication Equipment,['science'],[]
DTEGY,Communication Services,Telecom Services,[],[]
SANM,Technology,Electronic Components,['science'],[]
RBCAA,Financial Services,Banks—Regional,"['banking', 'finance']",[]
JBI,Industrials,Building Products & Equipment,[],[]
STM,Technology,Semiconductors,['science'],[]
AVB,Real Estate,REIT—Residential,['housing'],[]
AGR,Utilities,Utilities—Regulated Electric,['energy'],[]
BLKB,Technology,Software—Application,['science'],[]
FSLR,Technology,Solar,"['energy', 'science', 'environment', 'naturalresources']",[]
IPG,Communication Services,Advertising Agencies,['commerce'],[]
JLL,Real Estate,Real Estate Services,['housing'],[]
LHCG,Healthcare,Medical Care Facilities,['health'],[]
LPLA,Financial Services,Capital Markets,['finance'],[]
ORA,Utilities,Utilities—Renewable,"['energy', 'environment']",[]
RGA,Financial Services,Insurance—Reinsurance,['finance'],[]
TTEK,Industrials,Engineering & Construction,[],[]
AMJ,,,[],[]
MDY,,,[],[]
HII,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
NSP,Industrials,Staffing & Employment Services,[],[]
REYN,Consumer Cyclical,Packaging & Containers,['commerce'],[]
PHG,Healthcare,Medical Devices,['health'],[]
NTRS,Financial Services,Asset Management,['finance'],[]
FTDR,Consumer Cyclical,Personal Services,['commerce'],[]
ALLY,Financial Services,Credit Services,['finance'],[]
AMP,Financial Services,Asset Management,['finance'],[]
ARMK,Industrials,Specialty Business Services,[],[]
AVTR,Basic Materials,Specialty Chemicals,['naturalresources'],[]
CHDN,Consumer Cyclical,Gambling,['commerce'],[]
DOV,Industrials,Specialty Industrial Machinery,[],[]
ENR,Industrials,Electrical Equipment & Parts,[],[]
EFX,Industrials,Consulting Services,[],[]
WTRG,Utilities,Utilities—Regulated Water,['naturalresources'],[]
FND,Consumer Cyclical,Home Improvement Retail,['commerce'],[]
FMC,Basic Materials,Agricultural Inputs,"['agriculture', 'naturalresources']",[]
PFGC,Consumer Defensive,Food Distribution,"['nutrition', 'agriculture']",[]
PLNT,Consumer Cyclical,Leisure,['commerce'],[]
SIRI,Communication Services,Entertainment,[],[]
SSNC,Technology,Software—Application,['science'],[]
CNP,Utilities,Utilities—Regulated Electric,['energy'],[]
FLS,Industrials,Specialty Industrial Machinery,[],[]
L,Financial Services,Insurance—Property & Casualty,['finance'],[]
WTFC,Financial Services,Banks—Regional,"['banking', 'finance']",[]
OLED,Technology,Electronic Components,['science'],[]
REGL,,,[],[]
FPE,,,[],[]
PFFV,,,[],[]
VRP,,,[],[]
BBVLX,,,[],[]
BBVSX,,,[],[]
VTV,,,[],[]
GXO,Industrials,Integrated Freight & Logistics,['transportation'],[]
ADYEY,Technology,Software—Infrastructure,['science'],[]
RGEN,Healthcare,Medical Instruments & Supplies,['health'],[]
TGNA,Communication Services,Broadcasting,[],[]
YTRA,Consumer Cyclical,Travel Services,['commerce'],[]
ETRN,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
AAWW,Industrials,Airports & Air Services,['transportation'],[]
CYRX,Industrials,Integrated Freight & Logistics,['transportation'],[]
HMN,Financial Services,Insurance—Property & Casualty,['finance'],[]
PPBI,Financial Services,Banks—Regional,"['banking', 'finance']",[]
POL,Consumer Cyclical,Specialty Retail,['commerce'],[]
RPD,Technology,Software—Infrastructure,['science'],[]
NOW,Technology,Software—Application,['science'],[]
SKY,Consumer Cyclical,Residential Construction,['commerce'],[]
CSQ,Financial Services,Asset Management,['finance'],[]
FDL,,,[],[]
GSLC,,,[],[]
USMC,,,[],[]
DIA,,,[],[]
VIG,,,[],[]
RUN,Technology,Solar,"['energy', 'science', 'environment', 'naturalresources']",[]
QGEN,Healthcare,Diagnostics & Research,['health'],[]
MBB,,,[],[]
IGLB,,,[],[]
IEMG,,,[],[]
EMXC,,,[],[]
IBTD,,,[],[]
MDYG,,,[],[]
MDYV,,,[],[]
LCGFX,,,[],[]
SGIIX,,,[],[]
FUND,Financial Services,Asset Management,['finance'],[]
STLA,Consumer Cyclical,Auto Manufacturers,"['commerce', 'transportation']",[]
BGFV,Consumer Cyclical,Specialty Retail,['commerce'],[]
PSNL,Healthcare,Diagnostics & Research,['health'],[]
SDC,Healthcare,Medical Instruments & Supplies,['health'],[]
LDOS,Technology,Information Technology Services,['science'],[]
NRG,Utilities,Utilities—Independent Power Producers,['energy'],[]
GH,Healthcare,Diagnostics & Research,['health'],[]
TRNO,Real Estate,REIT—Industrial,['housing'],[]
CXW,Industrials,Security & Protection Services,[],[]
CGC,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
CIM,Real Estate,REIT—Mortgage,['housing'],[]
FEI,Financial Services,Asset Management,['finance'],[]
UAL,Industrials,Airlines,['transportation'],[]
BAFWX,,,[],[]
HP,Energy,Oil & Gas Drilling,"['energy', 'naturalresources']",[]
IMAX,Communication Services,Entertainment,[],[]
AEG,Financial Services,Insurance—Diversified,['finance'],[]
FLO,Consumer Defensive,Packaged Foods,['nutrition'],[]
MFC,Financial Services,Insurance—Life,['finance'],[]
OXBR,Financial Services,Insurance—Reinsurance,['finance'],[]
SCHZ,,,[],[]
BRP,Financial Services,Insurance Brokers,['finance'],[]
JEF,Financial Services,Capital Markets,['finance'],[]
ESGD,,,[],[]
NUGL,Communication Services,Internet Content & Information,[],[]
OWSMX,,,[],[]
AROC,Energy,Oil & Gas Equipment & Services,"['energy', 'naturalresources']",[]
GLOP,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
MMLP,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
SPH,Utilities,Utilities—Regulated Gas,['energy'],[]
SMLP,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
IAC,Communication Services,Internet Content & Information,[],[]
BIPC,Utilities,Utilities—Regulated Gas,['energy'],[]
DKNG,Consumer Cyclical,Gambling,['commerce'],[]
CODYY,Industrials,Building Products & Equipment,[],[]
DPSGY,Industrials,Integrated Freight & Logistics,['transportation'],[]
SVNLY,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
TKOMY,Financial Services,Insurance—Property & Casualty,['finance'],[]
ENPH,Technology,Solar,"['energy', 'science', 'environment', 'naturalresources']",[]
SGEN,Healthcare,Biotechnology,['health'],[]
UFPI,Basic Materials,Lumber & Wood Production,"['forestry', 'naturalresources']",[]
EOG,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
ANET,Technology,Computer Hardware,['science'],[]
HWM,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
DAIUF,Industrials,Specialty Industrial Machinery,[],[]
FANUF,Industrials,Specialty Industrial Machinery,[],[]
LVMHF,Consumer Cyclical,Luxury Goods,['commerce'],[]
SPLK,Technology,Software—Infrastructure,['science'],[]
ABNB,Consumer Cyclical,Travel Services,['commerce'],[]
SAM,Consumer Defensive,Beverages—Brewers,['nutrition'],[]
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
HUBS,Technology,Software—Application,['science'],[]
MELI,Consumer Cyclical,Internet Retail,['commerce'],[]
MDB,Technology,Software—Infrastructure,['science'],[]
SLAB,Technology,Semiconductors,['science'],[]
TPR,Consumer Cyclical,Luxury Goods,['commerce'],[]
TWLO,Communication Services,Internet Content & Information,[],[]
WSC,Industrials,Rental & Leasing Services,[],[]
PAVE,,,[],[]
VCSH,,,[],[]
IX,Financial Services,Credit Services,['finance'],[]
VXX,,,[],[]
AMZA,,,[],[]
USDP,Industrials,Railroads,['transportation'],[]
AMRC,Industrials,Engineering & Construction,[],[]
CWH,Consumer Cyclical,Auto & Truck Dealerships,"['commerce', 'transportation']",[]
COMM,Technology,Communication Equipment,['science'],[]
CWK,Real Estate,Real Estate Services,['housing'],[]
LITE,Technology,Communication Equipment,['science'],[]
TNL,Consumer Cyclical,Travel Services,['commerce'],[]
VICI,Real Estate,REIT—Diversified,['housing'],[]
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",['commerce'],[]
LARCX,,,[],[]
AI,Technology,Software—Application,['science'],[]
CDNA,Healthcare,Diagnostics & Research,['health'],[]
DASH,Communication Services,Internet Content & Information,[],[]
EVBG,Technology,Software—Application,['science'],[]
QDEL,Healthcare,Medical Instruments & Supplies,['health'],[]
ICLR,Healthcare,Diagnostics & Research,['health'],[]
PRGS,Technology,Software—Application,['science'],[]
PTC,Technology,Software—Application,['science'],[]
VUZI,Technology,Consumer Electronics,['science'],[]
FEDX,,,[],[]
VRAI,,,[],[]
BLUE,Healthcare,Biotechnology,['health'],[]
BR,Technology,Information Technology Services,['science'],[]
RAD,Healthcare,Pharmaceutical Retailers,['health'],[]
TRUP,Financial Services,Insurance—Specialty,['finance'],[]
MKL,Financial Services,Insurance—Property & Casualty,['finance'],[]
FPEI,,,[],[]
RBLX,Communication Services,Electronic Gaming & Multimedia,[],[]
H,Consumer Cyclical,Lodging,['commerce'],[]
ALK,Industrials,Airlines,['transportation'],[]
LUV,Industrials,Airlines,['transportation'],[]
CMP,Basic Materials,Other Industrial Metals & Mining,['naturalresources'],[]
HSHCY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",['commerce'],[]
HTLD,Industrials,Trucking,['transportation'],[]
HLIO,Industrials,Specialty Industrial Machinery,[],[]
MAIN,Financial Services,Asset Management,['finance'],[]
ATO,Utilities,Utilities—Regulated Gas,['energy'],[]
ED,Utilities,Utilities—Regulated Electric,['energy'],[]
ADDYY,Consumer Cyclical,Footwear & Accessories,['commerce'],[]
CANO,Healthcare,Medical Care Facilities,['health'],[]
NLY,Real Estate,REIT—Mortgage,['housing'],[]
CENT,Consumer Defensive,Packaged Foods,['nutrition'],[]
CENTA,Consumer Defensive,Packaged Foods,['nutrition'],[]
DNTUY,Communication Services,Advertising Agencies,['commerce'],[]
SSL,Basic Materials,Specialty Chemicals,['naturalresources'],[]
HOFV,Communication Services,Entertainment,[],[]
IWB,,,[],[]
PSDTX,,,[],[]
ANY,Technology,Software—Application,['science'],[]
RIVN,Consumer Cyclical,Auto Manufacturers,"['commerce', 'transportation']",[]
FAS,,,[],[]
AZTA,Healthcare,Medical Instruments & Supplies,['health'],[]
XNGSY,Utilities,Utilities—Regulated Gas,['energy'],[]
ITCI,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
MTX,Basic Materials,Specialty Chemicals,['naturalresources'],[]
XP,Financial Services,Capital Markets,['finance'],[]
CSL,Industrials,Building Products & Equipment,[],[]
AVT,Technology,Electronics & Computer Distribution,['science'],[]
BG,Consumer Defensive,Farm Products,"['nutrition', 'agriculture']",[]
MEOH,Basic Materials,Chemicals,['naturalresources'],[]
AIR,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
ALGT,Industrials,Airlines,['transportation'],[]
BXP,Real Estate,REIT—Office,['housing'],[]
GOOS,Consumer Cyclical,Apparel Manufacturing,['commerce'],[]
CPRI,Consumer Cyclical,Luxury Goods,['commerce'],[]
CF,Basic Materials,Agricultural Inputs,"['agriculture', 'naturalresources']",[]
COTY,Consumer Defensive,Household & Personal Products,[],[]
EXLS,Technology,Information Technology Services,['science'],[]
FLEX,Technology,Electronic Components,['science'],[]
GBCI,Financial Services,Banks—Regional,"['banking', 'finance']",[]
GLOB,Technology,Information Technology Services,['science'],[]
HRB,Consumer Cyclical,Personal Services,['commerce'],[]
HOG,Consumer Cyclical,Recreational Vehicles,['commerce'],[]
HPE,Technology,Communication Equipment,['science'],[]
HST,Real Estate,REIT—Hotel & Motel,['housing'],[]
ICFI,Industrials,Consulting Services,[],[]
IDA,Utilities,Utilities—Regulated Electric,['energy'],[]
JBT,Industrials,Specialty Industrial Machinery,[],[]
KIM,Real Estate,REIT—Retail,['housing'],[]
LEN,Consumer Cyclical,Residential Construction,['commerce'],[]
LAD,Consumer Cyclical,Auto & Truck Dealerships,"['commerce', 'transportation']",[]
MGM,Consumer Cyclical,Resorts & Casinos,['commerce'],[]
NHI,Real Estate,REIT—Healthcare Facilities,['housing'],[]
NATI,Technology,Software—Application,['science'],[]
NCLH,Consumer Cyclical,Travel Services,['commerce'],[]
PFG,Financial Services,Asset Management,['finance'],[]
PEG,Utilities,Utilities—Regulated Electric,['energy'],[]
PVH,Consumer Cyclical,Apparel Manufacturing,['commerce'],[]
PWR,Industrials,Engineering & Construction,[],[]
SLG,Real Estate,REIT—Office,['housing'],[]
TTWO,Communication Services,Electronic Gaming & Multimedia,[],[]
AMTD,Financial Services,Asset Management,['finance'],[]
DSGX,Technology,Software—Application,['science'],[]
UHS,Healthcare,Medical Care Facilities,['health'],[]
UNM,Financial Services,Insurance—Life,['finance'],[]
VC,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
VNO,Real Estate,REIT—Office,['housing'],[]
WBS,Financial Services,Banks—Regional,"['banking', 'finance']",[]
WELL,Real Estate,REIT—Healthcare Facilities,['housing'],[]
LEVI,Consumer Cyclical,Apparel Manufacturing,['commerce'],[]
UBS,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
OIH,,,[],[]
DGRO,,,[],[]
CWB,,,[],[]
FLGB,,,[],[]
SPHB,,,[],[]
IEUR,,,[],[]
EFG,,,[],[]
XLE,,,[],[]
AB,Financial Services,Asset Management,['finance'],[]
SEA,,,[],[]
FIX,Industrials,Engineering & Construction,[],[]
NUSC,,,[],[]
CVI,Energy,Oil & Gas Refining & Marketing,"['energy', 'naturalresources']",[]
ESI,Basic Materials,Specialty Chemicals,['naturalresources'],[]
LTHM,Basic Materials,Specialty Chemicals,['naturalresources'],[]
THR,Industrials,Specialty Industrial Machinery,[],[]
WK,Technology,Software—Application,['science'],[]
BDN,Real Estate,REIT—Office,['housing'],[]
BRBR,Consumer Defensive,Packaged Foods,['nutrition'],[]
FORD,Consumer Cyclical,Footwear & Accessories,['commerce'],[]
NVCR,Healthcare,Medical Instruments & Supplies,['health'],[]
CISIX,,,[],[]
QS,Consumer Cyclical,Auto Parts,"['commerce', 'transportation']",[]
LZ,Industrials,Specialty Business Services,[],[]
INMD,Healthcare,Medical Devices,['health'],[]
GPP,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
KNOP,Industrials,Marine Shipping,['transportation'],[]
ORI,Financial Services,Insurance—Diversified,['finance'],[]
SIRE,Basic Materials,Chemicals,['naturalresources'],[]
WBD,Communication Services,Entertainment,[],[]
HEFA,,,[],[]
SHYG,,,[],[]
IEFA,,,[],[]
BBCA,,,[],[]
JEPI,,,[],[]
SRLN,,,[],[]
BND,,,[],[]
BXMT,Real Estate,REIT—Mortgage,['housing'],[]
ALb,Basic Materials,Specialty Chemicals,['naturalresources'],[]
DTM,Energy,Oil & Gas Midstream,"['energy', 'naturalresources']",[]
NTR,Basic Materials,Agricultural Inputs,"['agriculture', 'naturalresources']",[]
CRNC,Technology,Software—Application,['science'],[]
CNS,Financial Services,Asset Management,['finance'],[]
DAVA,Technology,Software—Infrastructure,['science'],[]
SUPN,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
SHYF,Industrials,Farm & Heavy Construction Machinery,['agriculture'],[]
FCGAX,,,[],[]
FNGZX,,,[],[]
FLCO,,,[],[]
FLCB,,,[],[]
FLQL,,,[],[]
FSSAX,,,[],[]
FVADX,,,[],[]
GCIIX,,,[],[]
GOVT,,,[],[]
OMBIX,,,[],[]
LSFYX,,,[],[]
PIMIX,,,[],[]
SPTM,,,[],[]
TBCIX,,,[],[]
TDADX,,,[],[]
NEO,Healthcare,Diagnostics & Research,['health'],[]
TWST,Healthcare,Diagnostics & Research,['health'],[]
RXT,Technology,Software—Infrastructure,['science'],[]
CNK,Communication Services,Entertainment,[],[]
DCI,Industrials,Specialty Industrial Machinery,[],[]
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",['commerce'],[]
EMKR,Technology,Semiconductors,['science'],[]
ACST,Healthcare,Biotechnology,['health'],[]
CTRM,Industrials,Marine Shipping,['transportation'],[]
ADSK,Technology,Software—Application,['science'],[]
RHHBF,Healthcare,Drug Manufacturers—General,['health'],[]
BEEM,Technology,Solar,"['energy', 'science', 'environment', 'naturalresources']",[]
PXD,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
NULC,,,[],[]
CSVIX,,,[],[]
BNS,Financial Services,Banks—Diversified,"['banking', 'finance']",[]
VMBS,,,[],[]
BNDX,,,[],[]
ESGU,,,[],[]
CRAIX,,,[],[]
DGCAX,,,[],[]
TSBIX,,,[],[]
JSOSX,,,[],[]
MEIAX,,,[],[]
OAKIX,,,[],[]
DEVLX,,,[],[]
EGFIX,,,[],[]
FLJP,,,[],[]
KBWB,,,[],[]
IEF,,,[],[]
TLT,,,[],[]
EFV,,,[],[]
IYW,,,[],[]
MSEQX,,,[],[]
ORMP,Healthcare,Biotechnology,['health'],[]
BROS,Consumer Cyclical,Restaurants,"['commerce', 'nutrition']",[]
PEJ,,,[],[]
LRNZ,,,[],[]
WCLD,,,[],[]
GPS,Consumer Cyclical,Apparel Retail,['commerce'],[]
LCID,Consumer Cyclical,Auto Manufacturers,"['commerce', 'transportation']",[]
HLEIX,,,[],[]
HUYA,Communication Services,Entertainment,[],[]
BVALX,,,[],[]
ASXC,Healthcare,Medical Devices,['health'],[]
PHX,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
BTC-USD,,,[],[]
INDB,Financial Services,Banks—Regional,"['banking', 'finance']",[]
VAIAF,Technology,Scientific & Technical Instruments,['science'],[]
FAFTX,,,[],[]
FIXD,,,[],[]
TLH,,,[],[]
PCRX,Healthcare,Drug Manufacturers—Specialty & Generic,['health'],[]
TDC,Technology,Software—Infrastructure,['science'],[]
DINO,Energy,Oil & Gas Refining & Marketing,"['energy', 'naturalresources']",[]
WDFC,Basic Materials,Specialty Chemicals,['naturalresources'],[]
ERJ,Industrials,Aerospace & Defense,"['armedservices', 'homelandsecurity']",[]
IBTB,,,[],[]
IBTJ,,,[],[]
IBTI,,,[],[]
IBTH,,,[],[]
IBTG,,,[],[]
SPYV,,,[],[]
SPTI,,,[],[]
LQD,,,[],[]
XLF,,,[],[]
KMPR,Financial Services,Insurance—Property & Casualty,['finance'],[]
RUSHA,Consumer Cyclical,Auto & Truck Dealerships,"['commerce', 'transportation']",[]
SM,Energy,Oil & Gas E&P,"['energy', 'naturalresources']",[]
BALL,Consumer Cyclical,Packaging & Containers,['commerce'],[]
BBWI,Consumer Cyclical,Specialty Retail,['commerce'],[]
BRO,Financial Services,Insurance Brokers,['finance'],[]
BLDR,Industrials,Building Products & Equipment,[],[]
CLVT,Technology,Information Technology Services,['science'],[]
DSEY,Consumer Cyclical,Personal Services,['commerce'],[]
GFL,Industrials,Waste Management,['environment'],[]
QRVO,Technology,Semiconductors,['science'],[]
FOUR,Technology,Software—Infrastructure,['science'],[]
XYL,Industrials,Specialty Industrial Machinery,[],[]
ANAYX,,,[],[]
VTABX,,,[],[]
PI,Technology,Communication Equipment,['science'],[]
BALY,Consumer Cyclical,Resorts & Casinos,['commerce'],[]
POOL,Industrials,Industrial Distribution,[],[]
