,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,party,state,industry,sector,ptr_link,disclosure_date,sen/rep,dataFound,name,dates_diff,dateMS,percentVsSnP,amountL,amountM,amountH,snp500,last_name
1815,2020-04-16,Joint,VEA,"Vanguard FTSE Developed Markets Index Fund ETF Sha <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,Purchase,"$50,001 - $100,000",Transaction not required to be disclosed but disclosing anyway for full transparency.,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,22,1586995200.0,0,50001,75000.5,100000,1,Perdue
1816,2020-04-16,Joint,VOO,"Vanguard S&amp;P 500 ETF <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,Purchase,"$100,001 - $250,000",Transaction not required to be disclosed but disclosing anyway for full transparency.,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,22,1586995200.0,0,100001,175000.5,250000,1,Perdue
1817,2020-04-16,Joint,CAIFX,American Funds Capital Income Builder Class F-2,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,22,1586995200.0,0,1001,8000.5,15000,1,Perdue
1818,2020-04-16,Joint,FRIAX,Franklin Income Fund Advisor Class,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,22,1586995200.0,0,15001,32500.5,50000,1,Perdue
1819,2020-04-16,Joint,AMLP,"Alerian MLP ETF <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,Purchase,"$250,001 - $500,000",Transaction not required to be disclosed but disclosing anyway for transparency.,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,22,1586995200.0,0,250001,375000.5,500000,1,Perdue
1820,2020-04-15,Joint,SPY,"SPDR S&amp;P 500 ETF Trust <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,Purchase,"$1,000,001 - $5,000,000",Transaction not required to be disclosed but disclosing anyway for transparency.,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,23,1586908800.0,0,1000001,3000000.5,5000000,1,Perdue
1821,2020-04-15,Joint,SPY,"SPDR S&amp;P 500 ETF Trust <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,Purchase,"$500,001 - $1,000,000",Transaction not required to be disclosed but disclosing anyway for transparency,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,23,1586908800.0,0,500001,750000.5,1000000,1,Perdue
1822,2020-04-07,Joint,PBA,Pembina Pipeline Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Oil & Gas Production,Energy,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,31,1586217600.0,0,1001,8000.5,15000,1,Perdue
1823,2020-04-06,Joint,ENB,Enbridge Inc.,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Natural Gas Distribution,Energy,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,32,1586131200.0,0,1001,8000.5,15000,1,Perdue
1824,2020-04-06,Joint,TRP,TC Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Natural Gas Distribution,Public Utilities,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,32,1586131200.0,0,1001,8000.5,15000,1,Perdue
1825,2020-04-03,Joint,ORCL,Oracle Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,35,1585872000.0,0,1001,8000.5,15000,1,Perdue
1826,2020-04-07,Joint,CEQP,Crestwood Equity Partners LP,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,Oil & Gas Production,Public Utilities,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,31,1586217600.0,0,1001,8000.5,15000,1,Perdue
1827,2020-04-09,Joint,ORCL,Oracle Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,29,1586390400.0,0,1001,8000.5,15000,1,Perdue
1828,2020-04-13,Joint,EQM,"EQM Midstream Partners, LP",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,25,1586736000.0,0,1001,8000.5,15000,1,Perdue
1829,2020-04-14,Joint,PEP,"PepsiCo, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,Republican,GA,Beverages (Production/Distribution),Consumer Non-Durables,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,50001,75000.5,100000,1,Perdue
1830,2020-04-14,Joint,NWSA,News Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Newspapers/Magazines,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1831,2020-04-14,Joint,ORCL,Oracle Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1832,2020-04-14,Joint,CVX,Chevron Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Integrated oil Companies,Energy,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1833,2020-04-14,Joint,NKE,"NIKE, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Shoe Manufacturing,Consumer Non-Durables,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1834,2020-04-14,Joint,WFC,Wells Fargo &amp; Company,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Major Banks,Finance,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1835,2020-04-14,Joint,JPM,JPMorgan Chase &amp; Co.,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Major Banks,Finance,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1836,2020-04-14,Joint,BMY,Bristol-Myers Squibb Company,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Major Pharmaceuticals,Health Care,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1837,2020-04-14,Joint,ORCL,Oracle Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1838,2020-04-14,Joint,BX,The Blackstone Group Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Investment Managers,Finance,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1839,2020-04-14,Joint,BRK-B,Berkshire Hathaway Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1840,2020-04-14,Joint,COST,Costco Wholesale Corporation,Stock,Sale (Partial),"$50,001 - $100,000",--,Republican,GA,Department/Specialty Retail Stores,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,50001,75000.5,100000,1,Perdue
1841,2020-04-14,Joint,AMT,American Tower Corporation (REIT),Stock,Sale (Full),"$50,001 - $100,000",--,Republican,GA,Real Estate Investment Trusts,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,50001,75000.5,100000,1,Perdue
1842,2020-04-14,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Major Pharmaceuticals,Health Care,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1843,2020-04-14,Joint,MA,Mastercard Incorporated,Stock,Sale (Full),"$50,001 - $100,000",--,Republican,GA,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,50001,75000.5,100000,1,Perdue
1844,2020-04-14,Joint,ANTM,"Anthem, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Medical Specialities,Health Care,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1845,2020-04-14,Joint,BK,The Bank of New York Mellon Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1846,2020-04-14,Joint,PYPL,"PayPal Holdings, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1847,2020-04-14,Joint,ABBV,AbbVie Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Major Pharmaceuticals,Health Care,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1848,2020-04-14,Joint,AMZN,"Amazon.com, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--,Republican,GA,Catalog/Specialty Distribution,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,50001,75000.5,100000,1,Perdue
1849,2020-04-14,Joint,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Computer Communications Equipment,Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1850,2020-04-14,Joint,EXR,Extra Space Storage Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Real Estate Investment Trusts,Real Estate,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1851,2020-04-14,Joint,BAX,Baxter International Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Medical/Dental Instruments,Health Care,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1852,2020-04-14,Joint,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,Integrated oil Companies,Energy,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1853,2020-04-14,Joint,SYK,Stryker Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,Medical/Dental Instruments,Health Care,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1854,2020-04-14,Joint,COP,ConocoPhillips,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,Integrated oil Companies,Energy,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1855,2020-04-14,Joint,FOX,Fox Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Broadcasting,Industrials,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1856,2020-04-14,Joint,CTSH,Cognizant Technology Solutions Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,EDP Services,Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1857,2020-04-14,Joint,ACA,"Arcosa, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1858,2020-04-14,Joint,AAPL,Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000",--,Republican,GA,Computer Manufacturing,Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,50001,75000.5,100000,1,Perdue
1859,2020-04-14,Joint,JNJ,Johnson &amp; Johnson,Stock,Sale (Full),"$50,001 - $100,000",--,Republican,GA,Major Pharmaceuticals,Health Care,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,50001,75000.5,100000,1,Perdue
1860,2020-04-14,Joint,DIS,The Walt Disney Company,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1861,2020-04-14,Joint,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Computer Communications Equipment,Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1862,2020-04-14,Joint,MDLZ,"Mondelez International, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Packaged Foods,Consumer Non-Durables,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1863,2020-04-14,Joint,BOIVF,Bollore,Stock,Sale (Full),"$50,001 - $100,000",--,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,50001,75000.5,100000,1,Perdue
1864,2020-04-14,Joint,VZ,Verizon Communications Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Telecommunications Equipment,Public Utilities,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1865,2020-04-14,Joint,USB,U.S. Bancorp,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Major Banks,Finance,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1866,2020-04-14,Joint,RL,Ralph Lauren Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,Apparel,Consumer Non-Durables,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1867,2020-04-14,Joint,WFC,Wells Fargo &amp; Company,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1868,2020-04-14,Joint,MSFT,Microsoft Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1869,2020-04-14,Joint,STT,State Street Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Major Banks,Finance,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1870,2020-04-14,Joint,UHAL,AMERCO,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Rental/Leasing Companies,Consumer Discretionary,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1871,2020-04-14,Joint,KO,The Coca-Cola Company,Stock,Sale (Full),"$50,001 - $100,000",--,Republican,GA,Beverages (Production/Distribution),Consumer Non-Durables,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,50001,75000.5,100000,1,Perdue
1872,2020-04-14,Joint,EQM,"EQM Midstream Partners, LP",Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,,,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1873,2020-04-14,Joint,BMY,Bristol-Myers Squibb Company,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Major Pharmaceuticals,Health Care,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1874,2020-04-14,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Major Banks,Finance,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1875,2020-04-14,Joint,ORCL,Oracle Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Computer Software: Prepackaged Software,Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1876,2020-04-14,Joint,VZ,Verizon Communications Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Telecommunications Equipment,Public Utilities,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1877,2020-04-14,Joint,PYPL,"PayPal Holdings, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1878,2020-04-14,Joint,GOOGL,Alphabet Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,"Computer Software: Programming, Data Processing",Technology,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1879,2020-04-14,Joint,NKE,"NIKE, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Shoe Manufacturing,Consumer Non-Durables,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1880,2020-04-14,Joint,MDLZ,"Mondelez International, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Packaged Foods,Consumer Non-Durables,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1881,2020-04-14,Joint,MO,"Altria Group, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,Farming/Seeds/Milling,Consumer Non-Durables,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1882,2020-04-14,Joint,JPM,JPMorgan Chase &amp; Co.,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Major Banks,Finance,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1883,2020-04-14,Joint,KMI,"Kinder Morgan, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Natural Gas Distribution,Public Utilities,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1884,2020-04-14,Joint,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Consumer Electronics/Video Chains,Consumer Services,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1885,2020-04-14,Joint,HCA,"HCA Healthcare, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Hospital/Nursing Management,Health Care,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1886,2020-04-14,Joint,V,Visa Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Business Services,Miscellaneous,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1887,2020-04-14,Joint,PRU,"Prudential Financial, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,Life Insurance,Finance,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1888,2020-04-14,Joint,EMR,Emerson Electric Co.,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,Consumer Electronics/Appliances,Energy,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,1001,8000.5,15000,1,Perdue
1889,2020-04-14,Joint,HON,Honeywell International Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Aerospace,Capital Goods,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
1890,2020-04-14,Joint,EXR,Extra Space Storage Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Real Estate Investment Trusts,Real Estate,https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/,2020-05-08,sen,0,David Perdue,24,1586822400.0,0,15001,32500.5,50000,1,Perdue
